vehicle_class,engine_size,cylinders,fuel_type,fuel_cons_city,fuel_cons_hwy,fuel_cons_comb,fuel_cons_comb_mpg,co2
FULL-SIZE,6.6,12,Premium gasoline,19.1,12.3,16.0,18.0,368.0
COMPACT,4.4,8,Premium gasoline,16.1,10.8,13.7,21.0,315.0
FULL-SIZE,6.7,12,Premium gasoline,20.9,12.7,17.2,16.0,396.0
SUV - STANDARD,3.5,6,Regular gasoline,13.9,9.8,12.1,23.0,283.0
MINICOMPACT,3.8,6,Premium gasoline,13.0,9.2,11.3,25.0,265.0
MID-SIZE,1.8,4,Regular gasoline,8.0,6.3,7.2,39.0,168.0
MID-SIZE,3.5,6,Regular gasoline,10.3,7.4,9.0,31.0,212.0
COMPACT,2.0,4,Premium gasoline,10.1,7.8,9.0,31.0,212.0
SUBCOMPACT,3.6,6,Regular gasoline,14.4,8.4,11.7,24.0,274.0
SUV - SMALL,1.4,4,Regular gasoline,9.9,7.7,8.9,32.0,211.0
SUV - SMALL,2.4,4,Ethanol (E85),15.2,10.2,12.9,22.0,213.0
MID-SIZE,2.5,4,Regular gasoline,5.7,6.1,5.9,48.0,136.0
SUV - SMALL,2.4,4,Regular gasoline,12.1,9.4,10.9,26.0,255.0
SUV - STANDARD,2.5,4,Regular gasoline,8.8,8.2,8.5,33.0,196.0
MID-SIZE,4.6,8,Premium gasoline,15.1,10.3,12.9,22.0,297.0
SUV - SMALL,2.4,4,Regular gasoline,9.2,7.5,8.4,34.0,197.0
MID-SIZE,3.7,6,Premium gasoline,13.2,9.7,11.6,24.0,274.0
MID-SIZE,2.0,4,Regular gasoline,9.8,7.0,8.5,33.0,198.0
VAN - CARGO,5.3,8,Regular gasoline,18.3,14.2,16.5,17.0,380.0
SPECIAL PURPOSE VEHICLE,2.0,4,Regular gasoline,11.5,8.5,10.2,28.0,235.0
SUV - SMALL,2.0,4,Regular gasoline,11.4,8.6,10.1,28.0,232.0
STATION WAGON - SMALL,1.8,4,Regular gasoline,10.8,7.6,9.3,30.0,218.0
STATION WAGON - SMALL,1.4,4,Regular gasoline,9.3,7.1,8.3,34.0,191.0
COMPACT,1.8,4,Regular gasoline,9.7,6.9,8.4,34.0,197.0
SUV - SMALL,2.7,6,Regular gasoline,12.6,9.2,11.0,26.0,259.0
MID-SIZE,3.5,6,Premium gasoline,8.1,6.9,7.6,37.0,177.0
STATION WAGON - SMALL,1.6,4,Premium gasoline,9.0,7.6,8.4,34.0,197.0
MID-SIZE,5.7,8,Regular gasoline,14.8,9.3,12.3,23.0,283.0
MINICOMPACT,2.0,4,Premium gasoline,11.6,8.6,10.2,28.0,239.0
MID-SIZE,2.0,4,Regular gasoline,9.9,7.0,8.6,33.0,198.0
STATION WAGON - SMALL,1.4,4,Regular gasoline,9.3,7.2,8.4,34.0,193.0
MINIVAN,3.3,6,Regular gasoline,14.2,10.5,12.5,23.0,288.0
FULL-SIZE,3.6,6,Ethanol (E85),16.7,11.3,14.3,20.0,229.0
MID-SIZE,2.0,4,Regular gasoline,9.8,7.0,8.5,33.0,196.0
SUV - SMALL,1.6,4,Regular gasoline,10.1,7.4,8.9,32.0,208.0
FULL-SIZE,3.8,8,Premium gasoline,17.6,10.7,14.5,19.0,334.0
COMPACT,2.5,4,Premium gasoline,14.1,10.5,12.5,23.0,291.0
SUV - STANDARD,3.0,6,Premium gasoline,15.2,12.6,14.0,20.0,322.0
COMPACT,1.5,4,Regular gasoline,8.4,6.9,7.7,37.0,177.0
MINIVAN,3.5,6,Regular gasoline,12.5,9.5,11.1,25.0,255.0
COMPACT,1.2,3,Regular gasoline,7.1,5.8,6.5,43.0,150.0
MID-SIZE,1.6,4,Regular gasoline,8.9,7.0,8.1,35.0,189.0
PICKUP TRUCK - SMALL,2.5,4,Regular gasoline,13.6,10.4,12.1,23.0,285.0
STATION WAGON - MID-SIZE,5.5,8,Premium gasoline,15.5,11.0,13.5,21.0,310.0
SUV - STANDARD,3.0,6,Premium gasoline,13.8,11.4,12.7,22.0,296.0
COMPACT,2.5,4,Premium gasoline,14.2,10.4,12.5,23.0,288.0
PICKUP TRUCK - STANDARD,3.5,6,Ethanol (E85),18.9,14.2,16.8,17.0,269.0
SUV - SMALL,2.0,4,Regular gasoline,11.0,9.0,10.1,28.0,240.0
COMPACT,3.0,6,Premium gasoline,14.1,10.3,12.4,23.0,290.0
MINICOMPACT,2.0,4,Premium gasoline,10.9,7.8,9.5,30.0,218.0
TWO-SEATER,4.7,8,Premium gasoline,17.4,11.3,14.7,19.0,338.0
STATION WAGON - SMALL,3.6,6,Regular gasoline,13.3,9.0,11.4,25.0,262.0
SUBCOMPACT,5.8,8,Premium gasoline,15.9,9.9,13.2,21.0,304.0
COMPACT,2.0,4,Regular gasoline,8.2,6.9,7.6,37.0,180.0
COMPACT,1.6,4,Regular gasoline,7.3,6.0,6.7,42.0,160.0
PICKUP TRUCK - STANDARD,3.5,6,Regular gasoline,15.3,13.1,14.3,20.0,336.0
MID-SIZE,2.5,4,Regular gasoline,11.3,7.5,9.6,29.0,224.0
SUV - STANDARD,3.6,6,Regular gasoline,13.8,9.5,11.9,24.0,278.0
COMPACT,1.8,4,Regular gasoline,7.9,6.0,7.0,40.0,161.0
SUV - STANDARD,3.6,6,Premium gasoline,14.1,10.2,12.4,23.0,290.0
FULL-SIZE,3.6,6,Regular gasoline,12.5,8.2,10.6,27.0,248.0
COMPACT,2.5,6,Premium gasoline,11.8,8.7,10.4,27.0,239.0
SUBCOMPACT,2.3,4,Regular gasoline,11.8,8.2,10.2,28.0,238.0
MINICOMPACT,3.8,6,Premium gasoline,12.7,9.0,11.0,26.0,259.0
MID-SIZE,3.0,6,Premium gasoline,12.1,8.1,10.3,27.0,242.0
SUV - STANDARD,5.7,8,Regular gasoline,16.6,10.7,14.0,20.0,328.0
SUV - SMALL,3.5,6,Premium gasoline,12.6,9.0,11.0,26.0,259.0
COMPACT,2.0,4,Premium gasoline,10.6,7.4,9.2,31.0,212.0
SUV - STANDARD,3.5,6,Regular gasoline,8.1,8.5,8.3,34.0,193.0
COMPACT,4.0,8,Premium gasoline,16.1,9.4,13.1,22.0,307.0
MID-SIZE,3.7,6,Premium gasoline,12.5,8.7,10.8,26.0,248.0
MINICOMPACT,3.0,6,Premium gasoline,10.9,8.5,9.9,29.0,231.0
FULL-SIZE,3.0,6,Regular gasoline,14.5,9.8,12.3,23.0,290.0
SUV - SMALL,2.0,4,Premium gasoline,10.8,8.8,9.9,29.0,228.0
SUV - STANDARD,2.9,6,Premium gasoline,12.9,10.4,11.8,24.0,275.0
COMPACT,2.4,4,Premium gasoline,9.6,6.6,8.3,34.0,191.0
FULL-SIZE,5.0,8,Premium gasoline,15.7,10.3,13.3,21.0,306.0
MID-SIZE,2.0,4,Regular gasoline,5.9,5.2,5.6,50.0,132.0
SUV - STANDARD,6.2,8,Premium gasoline,16.6,10.9,14.0,20.0,329.0
SUV - SMALL,3.6,6,Regular gasoline,12.7,9.5,11.3,25.0,265.0
FULL-SIZE,3.0,6,Premium gasoline,13.0,9.1,11.2,25.0,263.0
SUV - SMALL,1.5,4,Regular gasoline,8.4,7.0,7.8,36.0,181.0
MINICOMPACT,3.0,6,Premium gasoline,12.2,8.5,10.5,27.0,246.0
MID-SIZE,3.5,6,Premium gasoline,9.4,7.1,8.4,34.0,195.0
SUV - STANDARD,3.5,6,Regular gasoline,16.1,12.2,14.3,20.0,337.0
SUV - STANDARD,2.0,4,Premium gasoline,12.2,9.5,11.0,26.0,258.0
SUV - STANDARD,3.0,6,Premium gasoline,16.4,11.9,14.4,20.0,340.0
TWO-SEATER,6.2,8,Premium gasoline,13.7,8.2,11.2,25.0,263.0
TWO-SEATER,5.2,10,Premium gasoline,20.6,13.5,17.4,16.0,400.0
SUV - STANDARD,3.6,6,Regular gasoline,13.5,9.5,11.7,24.0,275.0
MID-SIZE,3.7,6,Premium gasoline,13.4,9.5,11.6,24.0,267.0
SUV - SMALL,3.6,6,Regular gasoline,13.4,9.4,11.6,24.0,270.0
MID-SIZE,3.0,6,Premium gasoline,12.0,8.5,10.4,27.0,244.0
SUV - SMALL,2.5,5,Regular gasoline,13.0,9.4,11.4,25.0,262.0
SUV - SMALL,2.0,4,Premium gasoline,11.0,8.1,9.7,29.0,226.0
SUV - SMALL,2.4,4,Ethanol (E85),14.4,10.2,12.5,23.0,206.0
SUV - SMALL,2.0,4,Premium gasoline,9.9,8.3,9.2,31.0,212.0
COMPACT,3.0,6,Premium gasoline,12.3,8.4,10.5,27.0,248.0
SUV - SMALL,1.4,4,Regular gasoline,9.1,6.8,8.1,35.0,186.0
SUBCOMPACT,2.0,4,Premium gasoline,9.2,7.0,8.2,34.0,193.0
SUV - SMALL,3.5,6,Premium gasoline,7.9,8.6,8.2,34.0,189.0
COMPACT,3.5,6,Premium gasoline,12.0,8.6,10.5,27.0,242.0
SUV - SMALL,2.4,4,Regular gasoline,11.5,8.2,10.0,28.0,235.0
SUBCOMPACT,3.8,6,Premium gasoline,14.5,10.7,12.8,22.0,300.0
TWO-SEATER,5.5,8,Premium gasoline,14.7,9.5,12.4,23.0,285.0
COMPACT,1.8,4,Regular gasoline,8.5,6.6,7.6,37.0,175.0
PICKUP TRUCK - STANDARD,5.3,8,Ethanol (E85),20.7,14.4,17.9,16.0,315.0
COMPACT,2.0,4,Premium gasoline,10.5,7.7,9.2,31.0,216.0
STATION WAGON - SMALL,2.0,4,Premium gasoline,11.8,8.8,10.5,27.0,242.0
FULL-SIZE,2.0,4,Regular gasoline,11.8,8.1,10.1,28.0,237.0
SUBCOMPACT,4.2,8,Premium gasoline,15.3,10.9,13.3,21.0,306.0
PICKUP TRUCK - STANDARD,3.3,6,Ethanol (E85),17.6,13.8,15.9,18.0,265.0
FULL-SIZE,6.0,12,Premium gasoline,18.2,11.7,15.3,18.0,359.0
SUV - STANDARD,5.0,8,Premium gasoline,16.6,12.3,14.7,19.0,344.0
MID-SIZE,1.5,4,Regular gasoline,7.4,5.6,6.6,43.0,153.0
SUV - SMALL,2.4,4,Ethanol (E85),16.3,11.6,14.2,20.0,227.0
SPECIAL PURPOSE VEHICLE,2.5,4,Regular gasoline,12.0,8.8,10.6,27.0,247.0
MID-SIZE,3.0,6,Premium gasoline,15.6,9.5,12.8,22.0,294.0
SUV - STANDARD,3.0,6,Regular gasoline,13.7,9.7,11.9,24.0,280.0
MID-SIZE,2.0,4,Regular gasoline,8.3,6.4,7.4,38.0,174.0
SUBCOMPACT,1.6,4,Regular gasoline,8.6,6.4,7.6,37.0,175.0
COMPACT,2.4,4,Regular gasoline,10.5,8.2,9.5,30.0,219.0
STATION WAGON - SMALL,1.6,4,Premium gasoline,8.6,7.2,8.0,35.0,188.0
SUBCOMPACT,3.0,6,Premium gasoline,11.2,7.8,9.7,29.0,227.0
SUBCOMPACT,1.5,3,Premium gasoline,8.5,6.3,7.5,38.0,175.0
COMPACT,2.0,4,Regular gasoline,10.8,7.8,9.4,30.0,220.0
SUV - SMALL,3.6,6,Regular gasoline,12.8,10.4,11.8,24.0,274.0
MID-SIZE,6.0,12,Premium gasoline,20.3,11.9,16.5,17.0,388.0
COMPACT,2.0,4,Premium gasoline,10.0,7.3,8.8,32.0,202.0
MID-SIZE,2.0,4,Premium gasoline,11.0,8.1,9.7,29.0,227.0
SUBCOMPACT,3.0,6,Premium gasoline,13.3,9.1,11.4,25.0,266.0
SPECIAL PURPOSE VEHICLE,2.5,4,Regular gasoline,11.9,8.6,10.4,27.0,243.0
FULL-SIZE,3.8,6,Regular gasoline,14.4,9.4,12.1,23.0,278.0
PICKUP TRUCK - STANDARD,5.0,8,Ethanol (E85),21.5,15.1,18.6,15.0,306.0
SUV - SMALL,1.4,4,Regular gasoline,9.3,7.2,8.3,34.0,194.0
STATION WAGON - SMALL,2.0,4,Regular gasoline,9.5,7.0,8.4,34.0,193.0
TWO-SEATER,3.0,6,Premium gasoline,11.5,8.4,10.1,28.0,237.0
SUV - STANDARD,3.5,6,Regular gasoline,12.1,9.0,10.6,27.0,250.0
PICKUP TRUCK - STANDARD,3.0,6,Diesel,10.8,8.4,9.7,29.0,260.0
SUV - SMALL,2.0,4,Regular gasoline,10.9,10.0,10.5,27.0,245.0
MID-SIZE,3.6,6,Regular gasoline,12.3,8.2,10.5,27.0,246.0
MINICOMPACT,9.131264906196487,4,Premium gasoline,23.6971184010824,7.389319507330577,9.245639746271774,12.42601537230588,399.163716785517
MINICOMPACT,3.8,6,Premium gasoline,12.5,9.1,11.0,26.0,257.0
PICKUP TRUCK - SMALL,3.6,6,Regular gasoline,13.4,9.6,11.7,24.0,274.0
STATION WAGON - SMALL,1.8,4,Regular gasoline,9.7,6.9,8.4,34.0,197.0
SUV - SMALL,3.6,6,Regular gasoline,13.8,10.1,12.2,23.0,285.0
SUBCOMPACT,3.0,6,Premium gasoline,11.3,8.0,9.8,29.0,230.0
SUV - STANDARD,5.3,8,Regular gasoline,15.1,10.4,13.0,22.0,304.0
FULL-SIZE,3.6,6,Regular gasoline,13.7,8.9,11.5,25.0,264.0
MID-SIZE,2.0,4,Regular gasoline,8.2,5.9,7.1,40.0,163.0
SUBCOMPACT,2.0,4,Regular gasoline,9.7,7.5,8.7,32.0,205.0
SUV - SMALL,3.5,6,Regular gasoline,13.1,9.4,11.1,25.0,268.0
MID-SIZE,4.7,8,Premium gasoline,14.3,9.2,12.0,24.0,280.0
FULL-SIZE,4.0,8,Premium gasoline,17.6,10.7,14.5,19.0,339.0
MID-SIZE,2.0,4,Regular gasoline,9.4,6.4,8.0,35.0,188.0
PICKUP TRUCK - STANDARD,5.0,8,Regular gasoline,15.4,10.6,13.2,21.0,310.0
PICKUP TRUCK - STANDARD,5.3,8,Ethanol (E85),21.1,15.0,18.4,15.0,306.0
SUBCOMPACT,1.6,4,Regular gasoline,8.5,6.5,7.6,37.0,175.0
SUV - SMALL,3.5,6,Regular gasoline,13.2,10.1,11.8,24.0,271.0
SUBCOMPACT,1.8,4,Regular gasoline,8.6,7.1,7.9,36.0,182.0
TWO-SEATER,1.6,4,Premium gasoline,8.4,6.4,7.5,38.0,172.0
MINICOMPACT,4.0,8,Premium gasoline,13.0,9.8,11.5,25.0,271.0
SUV - SMALL,2.4,4,Regular gasoline,9.7,8.1,9.0,31.0,207.0
MID-SIZE,3.0,6,Premium gasoline,12.5,8.7,10.8,26.0,254.0
MID-SIZE,1.8,4,Regular gasoline,10.5,6.8,8.8,32.0,207.0
MINICOMPACT,3.4,6,Premium gasoline,11.9,8.7,10.5,27.0,242.0
MID-SIZE,2.0,4,Premium gasoline,10.5,6.9,8.9,32.0,209.0
PICKUP TRUCK - STANDARD,5.3,8,Regular gasoline,14.0,10.1,12.2,23.0,288.0
COMPACT,5.926337774662956,15,Diesel,18.278542166206673,11.328766861059504,16.36943413771187,45.56180343276361,129.60522367040213
SUV - SMALL,3.0,6,Premium gasoline,13.0,9.9,11.6,24.0,272.0
COMPACT,1.8,4,Regular gasoline,7.9,6.1,7.1,40.0,165.0
STATION WAGON - SMALL,2.0,4,Regular gasoline,11.0,8.1,9.7,29.0,226.0
MID-SIZE,7.454268850302685,16,Regular gasoline,15.666788348040068,4.459288692966147,3.70841784197098,67.7589048806755,452.7994915792241
MID-SIZE,2.0,4,Premium gasoline,10.8,7.7,9.4,30.0,220.0
TWO-SEATER,5.5,8,Premium gasoline,12.4,8.5,10.6,27.0,252.0
MID-SIZE,2.5,4,Regular gasoline,9.0,6.7,8.0,35.0,188.0
COMPACT,2.0,4,Regular gasoline,9.6,7.3,8.6,33.0,200.0
MID-SIZE,2.0,4,Regular gasoline,8.3,6.4,7.5,38.0,174.0
SUV - STANDARD,3.6,6,Regular gasoline,12.9,8.7,11.0,26.0,258.0
PICKUP TRUCK - STANDARD,6.2,8,Premium gasoline,15.7,12.4,14.2,20.0,332.0
MID-SIZE,3.7,6,Premium gasoline,12.6,8.7,10.8,26.0,248.0
COMPACT,2.0,4,Regular gasoline,8.8,7.5,8.2,34.0,192.0
SUBCOMPACT,3.6,6,Regular gasoline,12.3,8.6,10.6,27.0,249.0
SUV - SMALL,2.5,4,Regular gasoline,9.7,7.8,8.8,32.0,206.0
SUBCOMPACT,3.0,6,Premium gasoline,11.4,8.1,9.9,29.0,231.0
FULL-SIZE,6.6,12,Premium gasoline,20.3,13.0,17.0,17.0,397.0
COMPACT,1.8,4,Regular gasoline,9.3,6.6,8.1,35.0,190.0
TWO-SEATER,6.2,8,Premium gasoline,18.1,12.6,15.6,18.0,359.0
TWO-SEATER,6.2,8,Premium gasoline,15.7,10.6,13.4,21.0,308.0
FULL-SIZE,1.6,4,Regular gasoline,4.3,4.4,4.3,66.0,102.0
SUV - SMALL,1.6,4,Regular gasoline,10.5,7.9,9.3,30.0,214.0
PICKUP TRUCK - STANDARD,5.3,8,Regular gasoline,15.7,11.9,14.0,20.0,329.0
MID-SIZE,2.0,4,Premium gasoline,10.0,7.5,8.9,32.0,206.0
MID-SIZE,1.8,4,Regular gasoline,8.3,6.7,7.5,38.0,178.0
TWO-SEATER,4.7,8,Premium gasoline,13.8,9.5,11.9,24.0,274.0
COMPACT,6.7,12,Premium gasoline,20.7,12.8,17.1,17.0,393.0
COMPACT,3.5,6,Premium gasoline,12.6,9.2,11.0,26.0,258.0
MID-SIZE,5.0,8,Premium gasoline,12.7,10.1,11.5,25.0,268.0
MID-SIZE,3.5,6,Premium gasoline,12.5,8.6,10.7,26.0,251.0
FULL-SIZE,3.0,6,Premium gasoline,12.4,9.0,10.9,26.0,253.0
MID-SIZE,3.6,6,Ethanol (E85),17.0,11.2,14.4,20.0,230.0
SUV - SMALL,3.5,6,Regular gasoline,12.8,9.3,11.3,25.0,263.0
SUV - SMALL,2.0,4,Diesel,8.9,7.2,8.1,35.0,218.0
SUV - SMALL,2.0,4,Premium gasoline,13.0,9.0,11.2,25.0,258.0
COMPACT,2.0,4,Premium gasoline,12.0,8.1,10.3,27.0,240.0
SUV - SMALL,2.0,4,Regular gasoline,8.5,7.0,7.9,36.0,185.0
SUV - SMALL,2.4,4,Ethanol (E85),15.6,10.8,13.4,21.0,221.0
SUBCOMPACT,4.0,8,Premium gasoline,13.8,9.2,11.7,24.0,275.0
SUV - SMALL,2.5,4,Regular gasoline,9.5,7.4,8.6,33.0,198.0
MID-SIZE,2.5,4,Regular gasoline,8.9,6.3,7.7,37.0,181.0
MINICOMPACT,3.0,6,Premium gasoline,11.8,9.2,10.6,27.0,248.0
SUBCOMPACT,4.4,8,Premium gasoline,16.2,10.9,13.8,20.0,317.0
VAN - PASSENGER,6.0,8,Regular gasoline,22.2,15.1,19.0,15.0,437.0
PICKUP TRUCK - STANDARD,5.0,8,Regular gasoline,14.7,11.2,13.1,22.0,307.0
SUV - SMALL,2.0,4,Premium gasoline,11.7,9.6,10.7,26.0,256.0
COMPACT,2.0,4,Regular gasoline,8.8,6.4,7.7,37.0,177.0
COMPACT,2.5,4,Regular gasoline,11.1,7.2,9.3,30.0,214.0
COMPACT,2.0,4,Premium gasoline,10.3,6.9,8.8,32.0,206.0
COMPACT,1.6,4,Regular gasoline,9.4,7.0,8.3,34.0,196.0
PICKUP TRUCK - STANDARD,3.5,6,Regular gasoline,14.0,10.6,12.5,23.0,292.0
COMPACT,2.0,4,Regular gasoline,9.5,6.9,8.4,34.0,193.0
MINICOMPACT,2.0,4,Premium gasoline,9.6,7.0,8.4,34.0,193.0
MID-SIZE,6.2,8,Premium gasoline,16.6,11.1,14.1,20.0,332.0
STATION WAGON - SMALL,2.0,4,Regular gasoline,8.7,6.6,7.8,36.0,179.0
MINIVAN,3.6,6,Regular gasoline,14.1,9.5,12.0,24.0,276.0
PICKUP TRUCK - STANDARD,6.884553132787335,3,Regular gasoline,18.57712245670287,15.941589827818529,8.585200523135192,20.497295625756173,515.3680509449985
FULL-SIZE,1.6,4,Regular gasoline,9.7,7.4,8.6,33.0,205.0
MID-SIZE,2.0,4,Premium gasoline,11.0,8.1,9.7,29.0,228.0
SUBCOMPACT,4.4,8,Premium gasoline,14.0,10.0,12.2,23.0,286.0
PICKUP TRUCK - STANDARD,5.0,8,Regular gasoline,15.1,11.8,13.6,21.0,319.0
STATION WAGON - SMALL,2.0,4,Diesel,7.6,5.6,6.7,42.0,180.0
SUV - STANDARD,2.5,4,Regular gasoline,11.3,8.9,10.2,28.0,238.0
SUBCOMPACT,2.0,4,Premium gasoline,10.0,7.4,8.8,32.0,206.0
SPECIAL PURPOSE VEHICLE,2.5,4,Regular gasoline,12.0,8.5,10.4,27.0,239.0
PICKUP TRUCK - STANDARD,2.7,6,Regular gasoline,12.3,9.2,10.9,26.0,256.0
SUV - SMALL,2.5,4,Regular gasoline,9.5,7.4,8.5,33.0,196.0
MID-SIZE,3.0,6,Premium gasoline,11.2,8.3,9.9,29.0,232.0
STATION WAGON - SMALL,1.6,4,Premium gasoline,9.5,8.3,8.9,32.0,209.0
MID-SIZE,5.5,8,Premium gasoline,15.3,10.8,13.3,21.0,310.0
SUV - SMALL,2.4,4,Ethanol (E85),16.3,11.6,14.2,20.0,236.0
MID-SIZE,2.5,4,Regular gasoline,4.9,4.8,4.9,58.0,113.0
PICKUP TRUCK - STANDARD,5.0,8,Regular gasoline,16.4,12.3,14.6,19.0,336.0
SPECIAL PURPOSE VEHICLE,2.5,4,Regular gasoline,12.3,8.8,10.7,26.0,251.0
COMPACT,2.0,4,Premium gasoline,9.5,6.9,8.3,34.0,195.0
SUV - STANDARD,6.2,8,Ethanol (E85),23.3,16.1,20.1,14.0,322.0
MID-SIZE,3.5,6,Regular gasoline,11.4,7.3,9.5,30.0,219.0
STATION WAGON - SMALL,2.0,4,Regular gasoline,10.1,7.7,9.0,31.0,207.0
SUV - SMALL,2.0,4,Regular gasoline,11.3,7.9,9.8,29.0,225.0
SUV - SMALL,2.0,4,Regular gasoline,11.1,8.3,9.8,29.0,225.0
MID-SIZE,5.5,8,Premium gasoline,15.0,10.3,12.9,22.0,297.0
COMPACT,3.5,6,Premium gasoline,11.2,6.9,9.2,31.0,212.0
STATION WAGON - SMALL,1.4,4,Regular gasoline,8.5,6.2,7.5,38.0,175.0
PICKUP TRUCK - STANDARD,2.7,6,Regular gasoline,13.1,9.8,11.2,25.0,263.0
SUV - SMALL,1.4,4,Regular gasoline,9.7,7.6,8.7,32.0,200.0
COMPACT,3.0,6,Premium gasoline,11.1,8.4,9.9,29.0,228.0
COMPACT,1.8,4,Regular gasoline,9.6,6.7,8.3,34.0,191.0
PICKUP TRUCK - STANDARD,5.3,8,Regular gasoline,16.0,12.6,14.4,20.0,339.0
SUV - SMALL,3.6,6,Regular gasoline,13.1,9.4,11.4,25.0,269.0
TWO-SEATER,3.0,6,Premium gasoline,14.9,9.8,12.6,22.0,296.0
SUV - SMALL,1.4,4,Regular gasoline,9.9,7.5,8.8,32.0,203.0
MID-SIZE,3.6,6,Regular gasoline,13.9,9.3,11.9,24.0,272.0
SUBCOMPACT,6.0,12,Premium gasoline,16.7,10.9,14.1,20.0,332.0
SUV - SMALL,3.2,6,Regular gasoline,11.4,8.1,9.9,29.0,233.0
SUV - STANDARD,3.0,6,Premium gasoline,14.9,11.2,13.2,21.0,312.0
SUV - STANDARD,3.5,6,Ethanol (E85),19.6,14.2,17.2,16.0,284.0
SUV - SMALL,3.0,6,Premium gasoline,11.5,8.5,10.2,28.0,235.0
SPECIAL PURPOSE VEHICLE,1.6,4,Regular gasoline,10.6,7.9,9.4,30.0,216.0
SUV - SMALL,3.5,6,Premium gasoline,12.7,9.1,11.1,25.0,255.0
SUV - SMALL,1.5,4,Regular gasoline,10.2,7.8,9.1,31.0,214.0
SUV - STANDARD,3.6,6,Regular gasoline,13.0,9.1,11.2,25.0,263.0
TWO-SEATER,5.2,10,Premium gasoline,18.1,13.2,15.9,18.0,366.0
COMPACT,1.6,4,Regular gasoline,8.7,6.8,7.9,36.0,186.0
MINIVAN,3.5,6,Regular gasoline,12.3,8.5,10.6,27.0,244.0
SUV - STANDARD,4.7,8,Premium gasoline,17.6,13.1,15.6,18.0,359.0
SUV - SMALL,3.5,6,Regular gasoline,14.2,10.2,12.4,23.0,291.0
MID-SIZE,3.5,6,Premium gasoline,8.0,7.0,7.6,37.0,175.0
MID-SIZE,1.8,4,Regular gasoline,8.2,6.2,7.3,39.0,168.0
MID-SIZE,2.0,4,Regular gasoline,7.7,5.9,6.9,41.0,164.0
MINICOMPACT,3.4,6,Premium gasoline,11.6,8.4,10.1,28.0,238.0
MINICOMPACT,1.4,4,Regular gasoline,8.7,6.9,7.9,36.0,183.0
COMPACT,2.0,4,Premium gasoline,11.5,7.9,9.9,29.0,228.0
SUV - SMALL,3.0,6,Premium gasoline,12.6,9.1,11.0,26.0,253.0
SUV - STANDARD,4.7,8,Premium gasoline,17.5,13.2,15.6,18.0,359.0
FULL-SIZE,2.7,6,Regular gasoline,14.0,9.5,12.0,24.0,281.0
COMPACT,2.0,4,Regular gasoline,11.0,8.1,9.7,29.0,226.0
SUBCOMPACT,2.0,4,Regular gasoline,10.3,7.7,9.2,31.0,213.0
SUV - SMALL,2.0,4,Premium gasoline,12.2,10.2,11.3,25.0,264.0
MID-SIZE,3.5,6,Premium gasoline,12.3,8.5,10.6,27.0,244.0
SUV - STANDARD,3.0,6,Premium gasoline,12.6,9.6,11.3,25.0,264.0
MINICOMPACT,1.5,3,Premium gasoline,8.2,6.0,7.2,39.0,170.0
MID-SIZE,2.0,4,Premium gasoline,11.9,7.9,10.1,28.0,232.0
MID-SIZE,2.5,4,Regular gasoline,8.8,6.1,7.6,37.0,175.0
FULL-SIZE,2.0,4,Premium gasoline,10.5,6.9,8.9,32.0,209.0
MID-SIZE,3.5,6,Regular gasoline,12.9,8.3,10.9,26.0,253.0
COMPACT,3.0,6,Regular gasoline,13.0,9.0,11.2,25.0,259.0
SPECIAL PURPOSE VEHICLE,2.0,4,Regular gasoline,9.7,9.0,9.4,30.0,220.0
PICKUP TRUCK - STANDARD,5.0,8,Regular gasoline,15.7,12.4,14.2,20.0,334.0
SUBCOMPACT,2.0,4,Premium gasoline,11.0,7.8,9.6,29.0,221.0
FULL-SIZE,4.0,8,Premium gasoline,13.4,10.1,11.9,24.0,279.0
TWO-SEATER,5.2,10,Premium gasoline,16.0,9.5,13.1,22.0,304.0
SUBCOMPACT,4.4,8,Premium gasoline,17.2,11.6,14.7,19.0,343.0
PICKUP TRUCK - STANDARD,4.3,6,Ethanol (E85),20.3,15.3,18.1,16.0,301.0
SUV - STANDARD,2.4,4,Regular gasoline,11.6,9.0,10.4,27.0,244.0
PICKUP TRUCK - STANDARD,3.3,6,Ethanol (E85),17.5,13.7,15.8,18.0,262.0
COMPACT,2.5,5,Regular gasoline,11.6,8.3,10.1,28.0,232.0
PICKUP TRUCK - STANDARD,5.0,8,Ethanol (E85),20.6,14.3,17.8,16.0,292.0
STATION WAGON - MID-SIZE,3.5,6,Regular gasoline,11.0,8.2,9.8,29.0,230.0
PICKUP TRUCK - STANDARD,3.3,6,Regular gasoline,12.8,10.2,11.6,24.0,273.0
MID-SIZE,2.4,4,Regular gasoline,6.6,5.9,6.3,45.0,147.0
MID-SIZE,6.2,8,Premium gasoline,19.7,12.9,16.6,17.0,382.0
STATION WAGON - SMALL,1.5,4,Regular gasoline,,6.9,7.7,37.0,177.0
COMPACT,1.6,4,Regular gasoline,7.8,6.1,7.0,40.0,168.0
COMPACT,2.0,4,Premium gasoline,10.9,7.5,9.4,30.0,219.0
COMPACT,6.7,12,Premium gasoline,20.6,12.8,17.1,17.0,401.0
MID-SIZE,2.0,4,Premium gasoline,11.5,7.9,9.9,29.0,228.0
SUV - STANDARD,4.7,8,Premium gasoline,16.2,11.8,14.2,20.0,327.0
FULL-SIZE,3.6,6,Regular gasoline,13.2,8.5,11.1,25.0,260.0
